Borough,Admin District,Geographical District,PE Works Cohort,DBN,School Level ,Student Enrollment,Full Time Licensed PE Teachers*,F Status PE Teachers*,Itinerant PE Teachers*,Sum of F Status and Itinerant,Total Part Time and Full Time Licensed PE Teachers*,Shared Licensed PE Teachers with Another School*,Ratio of Full Time Licensed PE Teachers to Students*
Brooklyn,17,17,1,17K249,Elementary,808,1,,,,1,,1:808
Brooklyn,17,17,1,17K289,Elementary,335,,,,,0,,0
Brooklyn,17,17,1,17K316,Elementary,366,,,,,0,,0
Brooklyn,17,17,1,17K334,Junior High-Intermediate-Middle,73,1,,,,1,,1:73
Brooklyn,17,13,1,17K340,Junior High-Intermediate-Middle,197,1,,,,1,,1:197
Brooklyn,17,17,1,17K352,Junior High-Intermediate-Middle,173,1,,,,1,,1:173
Brooklyn,17,17,1,17K353,Junior High-Intermediate-Middle,192,1,,,,1,,1:192
Brooklyn,17,17,1,17K354,Junior High-Intermediate-Middle,180,1,,,,1,,1:180
Brooklyn,17,17,1,17K375,Elementary,400,,,,,0,,0
Brooklyn,17,17,1,17K382,Secondary School,400,2,,,,2,,1:133
Brooklyn,17,17,1,17K394,K-8,488,1,,,,1,,1:488
Brooklyn,17,17,1,17K397,Elementary,219,1,,,,1,,1:219
Brooklyn,17,17,1,17K398,Elementary,302,,,,,0,,0
Brooklyn,17,17,1,17K399,Elementary,430,1,,,,1,,1:430
Brooklyn,17,17,1,17K408,High School,172,2,,,,2,,1:86
Brooklyn,17,23,1,17K484,Junior High-Intermediate-Middle,136,1,,,,1,,1:136
Brooklyn,17,17,1,17K489,High School,84,1,,,,1,,1:84
Brooklyn,17,17,1,17K524,High School,373,2,,,,2,,1:187
Brooklyn,17,17,1,17K528,High School,208,2,,,,2,,1:104
Brooklyn,17,17,1,17K531,Secondary School,382,2,,,,2,,1:191
Brooklyn,17,17,1,17K532,Elementary,319,1,,,,1,,1:319
Brooklyn,17,17,1,17K533,Secondary School,251,2,,,,2,,1:126
Brooklyn,17,17,1,17K537,High School,357,2,,,,2,,1:357
Brooklyn,17,17,1,17K539,High School,367,1,,,,1,,1:367
Brooklyn,17,17,1,17K543,Secondary School,518,2,,,,2,,1:259
Brooklyn,17,17,1,17K546,High School,455,2,,,,2,,1:228
Brooklyn,17,17,1,17K547,High School,398,3,,,,3,,1:133
Brooklyn,17,17,1,17K548,High School,329,1,,,,1,,1:329
Brooklyn,17,17,1,17K568,High School,129,1,,,,1,,1:129
Brooklyn,17,17,1,17K590,Secondary School,1214,3,,,,3,,1:405
Brooklyn,17,17,1,17K600,High School,1238,6,,,,6,,1:206
Brooklyn,17,17,1,17K705,Elementary,278,1,,,,1,,1:278
Brooklyn,17,17,1,17K722,Junior High-Intermediate-Middle,254,2,,,,2,,1:127
Brooklyn,17,17,1,17K745,High School,336,2,,,,2,,1:168
Brooklyn,17,17,1,17K751,High School,346,2,,1,1,3,Yes,1:173
Brooklyn,17,17,1,17K770,Elementary,251,,,,,0,,0
Brooklyn,18,18,3,18K066,K-8,784,1,1,,1,2,,1:784
Brooklyn,18,18,3,18K068,Junior High-Intermediate-Middle,437,1,,,,1,,1:437
Brooklyn,18,18,3,18K114,Elementary,507,,,,,0,,0
Brooklyn,18,18,3,18K115,Elementary,939,,,,,0,,0
Brooklyn,18,18,3,18K135,Elementary,605,,,,,0,,0
Brooklyn,18,18,3,18K208,Elementary,390,,,,,0,,0
Brooklyn,18,18,3,18K211,Junior High-Intermediate-Middle,567,2,,,,2,,1:284
Brooklyn,18,18,3,18K219,Elementary,439,,,,,0,,0
Brooklyn,18,18,3,18K233,Elementary,424,,,,,0,,0
Brooklyn,18,18,3,18K235,K-8,1221,1,,,,1,,1:611
Brooklyn,18,18,3,18K244,Elementary,553,,,,,0,,0
Brooklyn,18,18,3,18K268,Elementary,356,,,,,0,,0
Brooklyn,18,18,3,18K272,Elementary,411,,,,,0,,0
Brooklyn,18,18,3,18K276,Elementary,589,,,,,0,,0
Brooklyn,18,18,3,18K279,Elementary,415,,,,,0,,0
Brooklyn,18,18,3,18K285,Junior High-Intermediate-Middle,689,1,,,,1,,1:689
Brooklyn,18,18,3,18K366,Junior High-Intermediate-Middle,488,3,,,,3,,1:163
Brooklyn,18,18,3,18K563,High School,588,2,,,,2,,1:196
Brooklyn,18,18,3,18K566,High School,201,2,,,,2,,1:101
Brooklyn,18,18,3,18K567,High School,332,2,,,,2,,1:166
Brooklyn,18,18,3,18K569,High School,349,2,,,,2,,1:175
Brooklyn,18,18,3,18K576,High School,320,1,,,,1,,1:320
Brooklyn,18,18,3,18K578,High School,190,1,,,,1,,1:190
Brooklyn,18,18,3,18K581,Junior High-Intermediate-Middle,125,1,,,,1,,1:125
Brooklyn,18,18,3,18K588,Junior High-Intermediate-Middle,205,1,,,,1,,1:205
Brooklyn,18,18,3,18K589,High School,209,1,,,,1,,1:209
Brooklyn,18,18,3,18K598,Junior High-Intermediate-Middle,173,1,,,,1,,1:173
Brooklyn,18,18,3,18K617,High School,272,2,,,,2,,1:136
Brooklyn,18,18,3,18K629,High School,319,2,,,,2,,1:160
Brooklyn,18,18,3,18K633,High School,403,3,,,,3,,1:134
Brooklyn,18,18,3,18K635,High School,147,1,,,,1,,1:147
Brooklyn,18,18,3,18K637,High School,263,2,,,,2,,1:132
Brooklyn,18,18,3,18K642,High School,271,2,,,,2,,1:271
Brooklyn,18,18,3,18K673,High School,135,1,,,,1,,1:135
Brooklyn,18,18,3,18K763,Junior High-Intermediate-Middle,148,1,,,,1,,1:148
Brooklyn,19,19,1,19K007,Elementary,890,,,,,0,,0
Brooklyn,19,19,1,19K013,Elementary,442,,,,,0,,0
Brooklyn,19,19,1,19K065,Elementary,631,1,,,,1,,1:631
Brooklyn,19,19,1,19K089,K-8,434,1,,,,1,,1:434
Brooklyn,19,19,1,19K108,Elementary,821,,,,,0,,0
Brooklyn,19,19,1,19K149,Elementary,614,1,,,,1,,1:614
Brooklyn,19,19,1,19K158,Elementary,510,,,,,0,,0
Brooklyn,19,19,1,19K159,Elementary,779,,,,,0,,0
Brooklyn,19,19,1,19K171,Junior High-Intermediate-Middle,528,1,,,,1,,1:528
Brooklyn,19,19,1,19K174,K-8,38,,,,,0,,0
Brooklyn,19,19,1,19K190,Elementary,147,,,,,0,,0
Brooklyn,19,19,1,19K202,Elementary,431,1,,,,1,,1:431
Brooklyn,19,19,1,19K213,Elementary,297,1,,,,1,,1:297
Brooklyn,19,19,1,19K214,Elementary,813,,,,,0,,0
Brooklyn,19,19,1,19K218,Junior High-Intermediate-Middle,394,2,,,,2,,1:197
Brooklyn,19,19,1,19K224,Elementary,423,,,,,0,,0
Brooklyn,19,19,1,19K273,Elementary,308,1,,,,1,,1:308
Brooklyn,19,19,1,19K290,Elementary,535,,,,,0,,0
Brooklyn,19,19,1,19K292,Junior High-Intermediate-Middle,585,2,,,,2,,1:293
Brooklyn,19,19,1,19K306,K-8,499,2,,,,2,,1:250
Brooklyn,19,19,1,19K311,Junior High-Intermediate-Middle,110,1,,,,1,,1:110
Brooklyn,19,19,1,19K325,Elementary,227,1,,,,1,,1:227
Brooklyn,19,19,1,19K328,Elementary,235,,,,,0,,0
Brooklyn,19,19,1,19K345,Elementary,577,,,,,0,,0
Brooklyn,19,19,1,19K346,Elementary,579,1,,,,1,,1:579
Brooklyn,19,19,1,19K364,Junior High-Intermediate-Middle,304,2,,,,2,,1:152
Brooklyn,19,19,1,19K404,Secondary School,554,2,,,,2,,1:277
Brooklyn,19,19,1,19K409,Secondary School,466,,,,,0,,0
Brooklyn,19,19,1,19K422,Secondary School,299,2,,,,2,,1:150
Brooklyn,19,19,1,19K452,Junior High-Intermediate-Middle,303,1,,,,1,,1:303
Brooklyn,19,19,1,19K502,High School,297,1,,,,1,,1:297
Brooklyn,19,19,1,19K504,High School,248,2,,,,2,,1:124
Brooklyn,19,19,1,19K507,High School,394,1,,,,1,,1:394
Brooklyn,19,19,1,19K510,High School,220,1,,,,1,,1:220
Brooklyn,19,19,1,19K557,Elementary,224,1,,,,1,,1:224
Brooklyn,19,19,1,19K583,High School,182,1,,1,1,2,Yes,1:182
Brooklyn,19,19,1,19K615,High School,931,4,,,,4,,1:233
Brooklyn,19,19,1,19K618,High School,375,2,,,,2,,1:188
Brooklyn,19,19,1,19K639,High School,286,2,,1,1,3,Yes,1:143
Brooklyn,19,19,1,19K654,Junior High-Intermediate-Middle,280,,,,,0,,0
Brooklyn,19,19,1,19K659,High School,206,3,,,,3,,1:69
Brooklyn,19,19,1,19K660,High School,442,4,,,,4,,1:111
Brooklyn,19,19,1,19K661,Junior High-Intermediate-Middle,327,1,,,,1,,1:327
Brooklyn,19,19,1,19K662,Junior High-Intermediate-Middle,420,2,,,,2,,1:210
Brooklyn,19,19,1,19K663,Junior High-Intermediate-Middle,151,1,,,,1,,1:151
Brooklyn,19,19,1,19K677,Elementary,507,1,,,,1,,1:507
Brooklyn,19,19,1,19K678,Junior High-Intermediate-Middle,250,1,,,,1,,1:250
Brooklyn,19,19,1,19K683,High School,277,2,,,,2,,1:139
Brooklyn,19,19,1,19K760,Junior High-Intermediate-Middle,196,1,,,,1,,1:196
Brooklyn,19,19,1,19K764,High School,142,,,2,2,2,Yes,0
Brooklyn,20,20,3,20K030,K-8,696,2,,,,2,,1:348
Brooklyn,20,20,3,20K048,Elementary,552,,,,,0,,0
Brooklyn,20,20,3,20K062,Junior High-Intermediate-Middle,1136,4,,,,4,,1:284
Brooklyn,20,20,3,20K069,Elementary,819,,,,,0,,0
Brooklyn,20,20,3,20K102,Elementary,1374,1,,,,1,,1:1374
Brooklyn,20,20,3,20K104,K-8,1185,3,,,,3,,1:395
Brooklyn,20,20,3,20K105,Elementary,1594,,,,,0,,0
Brooklyn,20,20,3,20K112,Elementary,578,,,,,0,,0
Brooklyn,20,20,3,20K127,Elementary,498,,,,,0,,0
Brooklyn,20,20,3,20K160,Elementary,1331,,,,,0,,0
Brooklyn,20,20,3,20K163,K-8,617,1,,,,1,,1:617
Brooklyn,20,20,3,20K164,Elementary,518,,,,,0,,0
Brooklyn,20,20,3,20K170,Elementary,986,1,,,,1,,1:986
Brooklyn,20,20,3,20K176,Elementary,1380,1,,,,1,,1:1380
Brooklyn,20,20,3,20K179,Elementary,843,,,,,0,,0
Brooklyn,20,20,3,20K180,K-8,1046,1,,,,1,,1:523
Brooklyn,20,20,3,20K185,Elementary,646,,,,,0,,0
Brooklyn,20,20,3,20K186,Elementary,941,,,,,0,,0
Brooklyn,20,20,3,20K187,Junior High-Intermediate-Middle,992,3,,,,3,,1:331
Brooklyn,20,20,3,20K192,K-8,619,1,,,,1,,1:619
Brooklyn,20,20,3,20K200,Elementary,1216,,,,,0,,0
Brooklyn,20,20,3,20K201,Junior High-Intermediate-Middle,1452,4,,,,4,,1:363
Brooklyn,20,20,3,20K204,Elementary,1100,,,,,0,,0
Brooklyn,20,20,3,20K205,Elementary,1092,,,,,0,,0
Brooklyn,20,20,3,20K220,Junior High-Intermediate-Middle,1385,4,,,,4,,1:277
Brooklyn,20,20,3,20K223,Junior High-Intermediate-Middle,964,3,,,,3,,1:321
Brooklyn,20,20,3,20K227,Junior High-Intermediate-Middle,1254,5,,,,5,,1:251
Brooklyn,20,20,3,20K229,K-8,1143,1,1,,1,2,,1:1143
Brooklyn,20,20,3,20K247,Elementary,783,1,,,,1,,1:783
Brooklyn,20,20,3,20K259,Junior High-Intermediate-Middle,1587,5,,,,5,,1:317
Brooklyn,20,20,3,20K264,Elementary,468,,,,,0,,0
Brooklyn,20,20,3,20K310,Elementary,425,,,,,0,,0
Brooklyn,20,20,3,20K445,High School,3423,17,,,,17,,1:201
Brooklyn,20,20,3,20K485,High School,1239,4,,,,4,,1:310
Brooklyn,20,20,3,20K490,High School,4179,19,1,,1,20,,1:220
Brooklyn,20,20,3,20K503,Elementary,1064,1,,,,1,,1:1064
Brooklyn,20,20,3,20K505,High School,2965,14,,,,14,,1:212
Brooklyn,20,20,3,20K506,Elementary,777,,,,,0,,0
Brooklyn,20,20,3,20K609,Secondary School,509,2,,,,2,,1:255
Brooklyn,20,20,3,20K682,Elementary,347,1,,,,1,,1:347
Brooklyn,20,20,3,20K686,K-8,515,,,,,0,,0
Brooklyn,20,20,3,20K748,Elementary,560,1,,,,1,,1:560
Brooklyn,20,20,3,20K971,Elementary,355,1,,,,1,,1:355
Brooklyn,21,21,2,21K090,Elementary,539,,,,,0,,0
Brooklyn,21,21,2,21K095,K-8,870,1,,,,1,,1:870
Brooklyn,21,21,2,21K096,Junior High-Intermediate-Middle,619,2,,,,2,,1:310
Brooklyn,21,21,2,21K097,Elementary,754,,,,,0,,0
Brooklyn,21,21,2,21K098,Junior High-Intermediate-Middle,1474,2,,,,2,,1:737
Brooklyn,21,21,2,21K099,K-8,813,1,,,,1,,1:813
Brooklyn,21,21,2,21K100,Elementary,693,,,,,0,,0
Brooklyn,21,21,2,21K101,Elementary,862,,,,,0,,0
Brooklyn,21,21,2,21K121,K-8,320,1,,,,1,,1:320
Brooklyn,21,21,2,21K128,Elementary,407,,,,,0,,0
Brooklyn,21,21,2,21K153,Elementary,466,,,,,0,,0
Brooklyn,21,21,2,21K177,Elementary,892,,,,,0,,0
Brooklyn,21,21,2,21K188,Elementary,435,1,,,,1,,1:435
Brooklyn,21,21,2,21K199,Elementary,446,,,,,0,,0
Brooklyn,21,21,2,21K209,K-8,652,1,,,,1,,1:652
Brooklyn,21,21,2,21K212,Elementary,613,1,,,,1,,1:613
Brooklyn,21,21,2,21K215,Elementary,852,2,,,,2,,1:426
Brooklyn,21,21,2,21K216,Elementary,572,,,,,0,,0
Brooklyn,21,21,2,21K225,K-8,927,1,,,,1,,1:927
Brooklyn,21,21,2,21K226,K-8,933,2,,,,2,,1:467
Brooklyn,21,21,2,21K228,Junior High-Intermediate-Middle,1341,5,,,,5,,1:268
Brooklyn,21,21,2,21K238,K-8,490,1,,,,1,,1:490
Brooklyn,21,21,2,21K239,Junior High-Intermediate-Middle,1333,5,,,,5,,1:267
Brooklyn,21,21,2,21K253,Elementary,781,,,,,0,,0
Brooklyn,21,21,2,21K281,Junior High-Intermediate-Middle,1143,4,,,,4,,1:286
Brooklyn,21,21,2,21K288,K-8,524,1,,,,1,,1:524
Brooklyn,21,21,2,21K303,Junior High-Intermediate-Middle,480,2,,,,2,,1:240
Brooklyn,21,21,2,21K329,Elementary,364,,,,,0,,0
Brooklyn,21,21,2,21K337,High School,325,1,,,,1,,1:325
Brooklyn,21,21,2,21K344,High School,521,3,,,,3,,1:174
Brooklyn,21,21,2,21K348,High School,243,1,,,,1,,1:243
Brooklyn,21,21,2,21K410,High School,1921,12,,,,12,,1:160
Brooklyn,21,21,2,21K468,Secondary School,582,3,,,,3,,1:194
Brooklyn,21,21,2,21K525,High School,3742,16,,,,16,,1:220
Brooklyn,21,21,2,21K540,High School,2069,6,,,,6,,1:296
Brooklyn,21,21,2,21K559,High School,257,1,,,,1,,1:257
Brooklyn,21,21,2,21K572,High School,275,1,,,,1,,1:275
Brooklyn,21,21,2,21K620,High School,486,3,,,,3,,1:162
Brooklyn,21,21,2,21K690,Secondary School,884,4,,,,4,,1:177
Brooklyn,21,21,2,21K728,High School,159,1,,,,1,,1:159
Brooklyn,22,22,2,22K014,Junior High-Intermediate-Middle,522,2,,,,2,,1:261
Brooklyn,22,22,2,22K052,Elementary,765,,,,,0,,0
Brooklyn,22,22,2,22K078,Junior High-Intermediate-Middle,619,3,,,,3,,1:206
Brooklyn,22,22,2,22K109,K-8,601,2,,,,2,,1:301
Brooklyn,22,22,2,22K119,Elementary,360,,,,,0,,0
Brooklyn,22,22,2,22K134,Elementary,520,,,,,0,,0
Brooklyn,22,22,2,22K139,Elementary,891,1,,,,1,,1:891
Brooklyn,22,22,2,22K152,Elementary,734,1,,,,1,,1:734
Brooklyn,22,22,2,22K193,Elementary,830,2,,,,2,,1:830
Brooklyn,22,22,2,22K194,Elementary,439,1,,,,1,,1:439
Brooklyn,22,22,2,22K195,Elementary,437,,1,,1,1,,0
Brooklyn,22,22,2,22K197,Elementary,518,1,1,,1,2,,1:518
Brooklyn,22,22,2,22K198,Elementary,413,,,,,0,,0
Brooklyn,22,22,2,22K203,Elementary,676,,,,,0,,0
Brooklyn,22,22,2,22K206,K-8,1368,2,,,,2,,1:684
Brooklyn,22,22,2,22K207,K-8,1210,2,,,,2,,1:605
Brooklyn,22,22,2,22K217,Elementary,1122,,,,,0,,0
Brooklyn,22,22,2,22K222,Elementary,827,1,,,,1,,1:827
Brooklyn,22,22,2,22K234,Junior High-Intermediate-Middle,1962,7,,,,7,,1:280
Brooklyn,22,22,2,22K236,Elementary,519,1,,,,1,,1:519
Brooklyn,22,22,2,22K240,Junior High-Intermediate-Middle,805,2,,,,2,,1:403
Brooklyn,22,22,2,22K245,Elementary,281,,,,,0,,0
Brooklyn,22,22,2,22K251,Elementary,506,,,,,0,,0
Brooklyn,22,22,2,22K254,Elementary,702,,,,,0,,0
Brooklyn,22,22,2,22K255,Elementary,844,1,,,,1,,1:844
Brooklyn,22,22,2,22K269,Elementary,339,1,,,,1,,1:339
Brooklyn,22,22,2,22K277,Elementary,417,1,,,,1,,1:417
Brooklyn,22,22,2,22K278,Junior High-Intermediate-Middle,905,6,,,,6,,1:181
Brooklyn,22,22,2,22K312,Elementary,792,,,,,0,,0
Brooklyn,22,22,2,22K315,Elementary,662,,,,,0,,0
Brooklyn,22,22,2,22K326,Early Childhood,180,,,,,0,,0
Brooklyn,22,22,2,22K361,Early Childhood,449,,,,,0,,0
Brooklyn,22,22,2,22K381,Junior High-Intermediate-Middle,297,2,,,,2,,1:149
Brooklyn,22,22,2,22K405,High School,3909,17,,,,17,,1:230
Brooklyn,22,22,2,22K425,High School,3100,14,,,,14,,1:221
Brooklyn,22,22,2,22K495,High School,117,4,,,,4,,1:29
Brooklyn,22,22,2,22K535,High School,1034,4,,,,4,,1:259
Brooklyn,22,15,2,22K555,High School,589,2,,,,2,,1:295
Brooklyn,22,22,2,22K611,High School,316,2,,,,2,,1:158
Brooklyn,22,22,2,22K630,High School,134,2,,,,2,,1:67
Brooklyn,23,23,3,23K041,K-8,465,1,,,,1,,1:465
Brooklyn,23,23,3,23K073,K-8,29,,,,,0,,0
Brooklyn,23,23,3,23K137,K-8,262,1,,,,1,,1:262
Brooklyn,23,23,3,23K150,Elementary,172,,,,,0,,0
Brooklyn,23,23,3,23K155,K-8,426,,,,,0,,0
Brooklyn,23,23,3,23K156,Elementary,655,,,,,0,,0
Brooklyn,23,23,3,23K165,K-8,329,1,,,,1,,1:329
Brooklyn,23,23,3,23K178,K-8,314,1,,,,1,,1:314
Brooklyn,23,23,3,23K184,K-8,440,,,,,0,,0
Brooklyn,23,23,3,23K284,K-8,486,2,,,,2,,1:243
Brooklyn,23,23,3,23K298,Elementary,178,1,,,,1,,1:178
Brooklyn,23,23,3,23K323,K-8,381,,,,,0,,0
Brooklyn,23,23,3,23K327,K-8,447,2,,,,2,,1:447
Brooklyn,23,23,3,23K363,Junior High-Intermediate-Middle,88,1,,,,1,,1:88
Brooklyn,23,23,3,23K392,Junior High-Intermediate-Middle,256,1,,,,1,,1:256
Brooklyn,23,23,3,23K401,Elementary,236,1,,,,1,,1:236
Brooklyn,23,23,3,23K446,Elementary,301,1,,,,1,,1:301
Brooklyn,23,23,3,23K493,High School,288,1,,,,1,,1:288
Brooklyn,23,23,3,23K514,High School,209,1,,,,1,,1:209
Brooklyn,23,23,3,23K518,Junior High-Intermediate-Middle,185,1,,,,1,,1:185
Brooklyn,23,23,3,23K522,Junior High-Intermediate-Middle,178,1,,,,1,,1:178
Brooklyn,23,23,3,23K599,Elementary,198,,,,,0,,0
Brooklyn,23,23,3,23K643,High School,142,1,,,,1,,1:142
Brooklyn,23,23,3,23K644,Secondary School,573,,,,,0,,0
Brooklyn,23,23,3,23K646,High School,170,1,,,,1,,1:170
Brooklyn,23,23,3,23K647,High School,141,1,,,,1,,1:141
Brooklyn,23,23,3,23K664,Junior High-Intermediate-Middle,106,1,,,,1,,1:106
Brooklyn,23,23,3,23K668,Junior High-Intermediate-Middle,106,1,,,,1,,1:106
Brooklyn,23,23,3,23K671,Junior High-Intermediate-Middle,198,1,,,,1,,1:198
Brooklyn,23,23,3,23K697,Secondary School,312,1,,,,1,,1:312
Queens,24,24,3,24Q005,Junior High-Intermediate-Middle,1788,6,,,,6,,1:298
Queens,24,24,3,24Q007,Elementary,974,1,,,,1,,1:974
Queens,24,24,3,24Q012,Elementary,1238,1,,,,1,,1:1238
Queens,24,24,3,24Q013,Elementary,1578,,,,,0,,0
Queens,24,24,3,24Q014,Elementary,1698,,,,,0,,0
Queens,24,24,3,24Q016,Elementary,1664,2,,,,2,,1:832
Queens,24,24,3,24Q019,Elementary,1940,1,,,,1,,1:1940
Queens,24,24,3,24Q028,Early Childhood,506,1,,,,1,,1:506
Queens,24,24,3,24Q049,K-8,1091,1,,,,1,,1:1091
Queens,24,24,3,24Q058,Elementary,951,1,,,,1,,1:951
Queens,24,24,3,24Q061,Junior High-Intermediate-Middle,2101,4,,,,4,,1:525
Queens,24,24,3,24Q068,Elementary,671,,,,,0,,0
Queens,24,24,3,24Q071,Elementary,778,1,,,,1,,1:778
Queens,24,24,3,24Q073,Junior High-Intermediate-Middle,1937,5,,,,5,,1:387
Queens,24,24,3,24Q077,Junior High-Intermediate-Middle,982,3,,,,3,,1:327
Queens,24,24,3,24Q081,Elementary,784,,,,,0,,0
Queens,24,24,3,24Q087,K-8,521,,,,,0,,0
Queens,24,24,3,24Q088,Elementary,989,,,,,0,,0
Queens,24,24,3,24Q089,Elementary,1943,1,,,,1,,1:1943
Queens,24,24,3,24Q091,Elementary,699,,,,,0,,0
Queens,24,24,3,24Q093,Junior High-Intermediate-Middle,1109,3,,,,3,,1:370
Queens,24,24,3,24Q102,K-8,1245,3,,,,3,,1:415
Queens,24,24,3,24Q110,Elementary,377,1,,,,1,,1:377
Queens,24,24,3,24Q113,K-8,927,1,,,,1,,1:927
Queens,24,24,3,24Q119,K-8,1157,3,,,,3,,1:386
Queens,24,24,3,24Q125,Junior High-Intermediate-Middle,1460,4,,,,4,,1:365
Queens,24,24,3,24Q128,K-8,939,3,,,,3,,1:313
Queens,24,24,3,24Q143,Elementary,1671,2,,,,2,,1:836
Queens,24,24,3,24Q153,Elementary,1273,1,,,,1,,1:1273
Queens,24,24,3,24Q199,Elementary,988,,,,,0,,0
Queens,24,24,3,24Q211,Elementary,222,1,,,,1,,1:222
Queens,24,24,3,24Q229,Elementary,1371,1,,,,1,,1:1371
Queens,24,24,3,24Q236,High School,219,1,,,,1,,1:219
Queens,24,24,3,24Q239,Elementary,557,1,,,,1,,1:557
Queens,24,24,3,24Q264,High School,508,2,,,,2,,1:254
Queens,24,24,3,24Q267,High School,392,2,,,,2,,1:196
Queens,24,24,3,24Q290,Elementary,488,1,,,,1,,1:488
Queens,24,24,3,24Q293,High School,457,1,,,,1,,1:457
Queens,24,24,3,24Q296,High School,358,2,,,,2,,1:179
Queens,24,24,3,24Q299,High School,595,2,,,,2,,1:298
Queens,24,24,3,24Q305,Elementary,430,1,,,,1,,1:430
Queens,24,24,3,24Q307,Elementary,972,2,,,,2,,1:486
Queens,24,24,3,24Q311,Junior High-Intermediate-Middle,298,1,,,,1,,1:298
Queens,24,24,3,24Q330,Elementary,627,1,,,,1,,1:627
Queens,24,24,3,24Q343,Elementary,172,1,,,,1,,1:172
Queens,24,24,3,24Q455,High School,1759,8,,,,8,,1:220
Queens,24,24,3,24Q485,High School,1578,7,1,,1,8,,1:225
Queens,24,24,3,24Q520,High School,492,1,,,,1,,1:492
Queens,24,24,3,24Q530,High School,487,1,,,,1,,1:487
Queens,24,24,3,24Q550,High School,785,4,,,,4,,1:196
Queens,24,24,3,24Q560,Secondary School,608,3,1,,1,4,,1:203
Queens,24,24,3,24Q585,High School,964,3,,,,3,,1:321
Queens,24,24,3,24Q600,High School,1511,6,,,,6,,1:252
Queens,24,24,3,24Q610,High School,2112,6,,,,6,,1:352
Queens,24,24,3,24Q744,High School,122,1,,,,1,,1:122
Queens,24,24,3,24Q877,Elementary,477,1,,,,1,,1:477
Queens,25,25,1,25Q020,Elementary,1216,1,,,,1,,1:1216
Queens,25,25,1,25Q021,Elementary,1237,,,,,0,,0
Queens,25,25,1,25Q022,Elementary,789,,,,,0,,0
Queens,25,25,1,25Q024,Elementary,970,,,,,0,,0
Queens,25,25,1,25Q025,Junior High-Intermediate-Middle,834,2,,,,2,,1:417
Queens,25,25,1,25Q029,Elementary,686,1,,,,1,,1:686
Queens,25,25,1,25Q032,Elementary,894,,,,,0,,0
Queens,25,25,1,25Q079,Elementary,1001,1,,,,1,,1:1001
Queens,25,25,1,25Q107,Elementary,877,,,,,0,,0
Queens,25,25,1,25Q120,Elementary,938,1,,,,1,,1:938
Queens,25,25,1,25Q129,Elementary,1025,,,,,0,,0
Queens,25,26,1,25Q130,Elementary,311,,,,,0,,0
Queens,25,25,1,25Q154,Elementary,672,,,,,0,,0
Queens,25,25,1,25Q163,Elementary,602,1,,,,1,,1:602
Queens,25,25,1,25Q164,K-8,603,1,,,,1,,1:603
Queens,25,25,1,25Q165,Elementary,686,,,,,0,,0
Queens,25,25,1,25Q169,Elementary,377,,,,,0,,0
Queens,25,25,1,25Q184,Elementary,472,1,,,,1,,1:472
Queens,25,25,1,25Q185,Junior High-Intermediate-Middle,1510,4,,,,4,,1:378
Queens,25,25,1,25Q189,Junior High-Intermediate-Middle,676,2,,,,2,,1:338
Queens,25,25,1,25Q193,Elementary,460,1,,,,1,,1:460
Queens,25,25,1,25Q194,Junior High-Intermediate-Middle,1092,2,1,,1,3,,1:546
Queens,25,25,1,25Q200,K-8,422,2,,,,2,,1:211
Queens,25,25,1,25Q201,Elementary,422,1,,,,1,,1:422
Queens,25,25,1,25Q209,Elementary,556,,,,,0,,0
Queens,25,25,1,25Q214,Elementary,513,1,,,,1,,1:513
Queens,25,25,1,25Q219,K-8,601,2,,,,2,,1:301
Queens,25,25,1,25Q237,Junior High-Intermediate-Middle,1201,4,,,,4,,1:300
Queens,25,25,1,25Q240,High School,402,2,,,,2,,1:402
Queens,25,25,1,25Q241,High School,284,1,,,,1,,1:284
Queens,25,25,1,25Q242,Elementary,333,,,,,0,,0
Queens,25,25,1,25Q244,Elementary,395,,,,,0,,0
Queens,25,25,1,25Q250,Junior High-Intermediate-Middle,365,2,,,,2,,1:183
Queens,25,25,1,25Q252,Secondary School,540,3,,,,3,,1:180
Queens,25,25,1,25Q263,High School,405,2,,,,2,,1:203
Queens,25,25,1,25Q281,Secondary School,666,2,,,,2,,1:666
Queens,25,25,1,25Q285,Secondary School,586,2,,,,2,,1:293
Queens,25,25,1,25Q294,Junior High-Intermediate-Middle,364,,,,,0,,0
Queens,25,25,1,25Q425,High School,3267,16,,,,16,,1:204
Queens,25,25,1,25Q460,High School,1675,9,,,,9,,1:186
Queens,25,25,1,25Q499,K-8,464,1,,,,1,,1:464
Queens,25,25,1,25Q525,High School,1129,5,1,,1,6,,1:226
Queens,25,25,1,25Q540,High School,270,1,,,,1,,1:270
Queens,25,25,1,25Q670,High School,695,3,,,,3,,1:232
Queens,25,25,1,25Q792,High School,142,1,,,,1,,1:142
Queens,26,26,2,26Q018,Elementary,616,1,,,,1,,1:616
Queens,26,26,2,26Q026,Elementary,609,,,,,0,,0
Queens,26,26,2,26Q031,Elementary,488,,,,,0,,0
Queens,26,26,2,26Q041,Elementary,513,,,,,0,,0
Queens,26,26,2,26Q046,Elementary,593,,,,,0,,0
Queens,26,26,2,26Q067,Junior High-Intermediate-Middle,887,1,,,,1,,1:444
Queens,26,26,2,26Q074,Junior High-Intermediate-Middle,1109,3,,,,3,,1:370
